rang,franska,ordklass,genus,svenska,mening_franska,mening_svenska,bonusord,notering
2645,soleil de minuit,uttryck,m,midnattssol,Le soleil de minuit : la Suède ne dort plus.,Midnattssolen: Sverige sover inte längre.,la nuit polaire = polarnatten,Nordens magi på franska. Juni: ljuset vägrar gå hem. December: revanschen. Balansen: årlig
2646,brume,substantiv,f,"dis, lätt dimma",La brume du matin flotte sur le lac.,Morgondiset svävar över sjön.,,"NYANS: brouillard = tjock dimma, brume = poetiskt dis. Fotografens gratismagi, klockan sex"
2647,rosée,substantiv,f,dagg,"La rosée du matin, pieds nus dans l'herbe.","Morgondaggen, barfota i gräset.",,rose (rosa) delar rot – gryningens färg och droppar. Sommarens kallaste lyx: fem sekunder barfota
2648,inondation,substantiv,f,översvämning,Une petite inondation dans la salle de bain.,En liten översvämning i badrummet.,,onde (våg) göms i ordet. Badkarslek + entusiasm = inomhusmeteorologi. Handduksberedskap: hög
2649,avalanche,substantiv,f,lavin,Une avalanche de questions arrive. Dans deux ans.,En lavin av frågor är på väg. Om två år.,,"GULD-bildspråk: une avalanche de = en lavin av (mejl, frågor, skratt). Bergets och inkorgens gemensamma fenomen"
2650,parasol,substantiv,m,parasoll,Le parasol s'envole. Course sur la plage.,Parasollet flyger iväg. Språngmarsch på stranden.,,"MÖNSTER-GULD: para- = 'mot': parapluie (mot regn), parasol (mot sol), paratonnerre (mot åska)!"
2651,imperméable,substantiv,m,regnrock,L'imperméable jaune : un classique nordique.,Den gula regnrocken: en nordisk klassiker.,,DUBBEL: regnrocken OCH adjektivet vattentät: im-perméable = 'o-genomtränglig'. Gul: obligatoriskt
2652,coup de soleil,uttryck,m,solbränna (bränd),Un coup de soleil suédois : rare mais fier.,En svensk solbränna: sällsynt men stolt.,,"coup-familjen växer! attraper un coup de soleil = bränna sig. Första vårsolen: alla glömmer, alla bränns"
2653,mésange,substantiv,f,"talgoxe, mes",Les mésanges vident la boule de graines en un jour.,Mesarna tömmer fröbollen på en dag.,le rouge-gorge = rödhaken,"Fågelmatningens stamgäster! Svensk vinterhobby: fylla på, titta, fylla på. Mesarna: aldrig mätta"
2654,tique,substantiv,f,fästing,Vérifie les tiques après la forêt !,Kolla efter fästingar efter skogen!,,SVENSK SOMMARPLIKT: fästingkollen! Kväll efter skog = inspektion. Rutinen räddar somrar
2655,pou,substantiv,m,lus,Des poux à la crèche. La lettre que tout parent redoute.,Löss på förskolan. Brevet alla föräldrar bävar för.,,Plural: poux. GULD: chercher des poux à quelqu'un = leta fel på någon ('leta löss')! Kammen: familjens vapen
2656,cigale,substantiv,f,cikada,La cigale chante tout l'été.,Cikadan sjunger hela sommaren.,,"LA FONTAINE-GULD: La Cigale et la Fourmi – cikadan sjöng, myran (minns du!) jobbade. Frankrikes mest citerade fabel"
2657,chevreuil,substantiv,m,rådjur,Un chevreuil au bord de la route. On freine.,Ett rådjur vid vägkanten. Vi bromsar.,,"Svensk trafikvardag. cerf = kronhjort, chevreuil = rådjur, élan = älg – skogens storleksskala"
2658,renne,substantiv,m,ren,Les rennes du nord tirent plus que des traîneaux.,Renarna i norr drar mer än slädar.,,Sápmi och tomtens dragdjur. le renne au nez rouge = Rudolf. Norrlands siluett
2659,rat,substantiv,m,råtta,"Un rat de bibliothèque, et fier de l'être.","En bokmal, och stolt över det.",,"GULD: rat de bibliothèque = bokmal ('biblioteksråtta')! Också: radin = snål... nej, mon petit rat = smeknamn! Komplex ryktesprofil"
2660,taupe,substantiv,f,mullvad,Une taupe dans le jardin. Ou dans l'équipe ?,En mullvad i trädgården. Eller i teamet?,,DUBBEL: djuret OCH spionen – precis som svenskan! myope comme une taupe = blind som en mullvad
2661,castor,substantiv,m,bäver,Le castor construit sans permis. Personne ne proteste.,Bävern bygger utan bygglov. Ingen protesterar.,,"travailler comme un castor = jobba flitigt. Naturens ingenjör: dammbygge utan ritning, resultat: perfekt"
2662,lynx,substantiv,m,lodjur,"Un lynx en Suède ? Oui, mais discret.","Ett lodjur i Sverige? Ja, men diskret.",,GULD: un œil de lynx = falkblick ('lodjursöga')! Skogens mest sedda osedda katt
2663,chèvre,substantiv,f,get,Le fromage de chèvre : incontournable.,Getost: omöjlig att undvika.,le bouc = bocken,GULD x2: devenir chèvre = bli tokig! le bouc émissaire = syndabocken – SAMMA idiom som svenskan!
2664,coq,substantiv,m,tupp,Le coq : le symbole de la France.,Tuppen: Frankrikes symbol.,,NATIONALSYMBOL! Latinets gallus = både tupp och gallier – ordvitsen blev vapensköld. fier comme un coq = stolt som en tupp
2665,oie,substantiv,f,gås,Les oies traversent le ciel en formation.,Gässen korsar himlen i formation.,,Minns chair de poule? Svenskan valde gåsen: gåshud! l'oie sauvage = vildgås. Nils Holgerssons flygbolag
2666,pingouin,substantiv,m,tordmule (obs!),"Le pingouin vole. Le manchot, non.",Tordmulen flyger. Pingvinen inte.,le manchot = pingvinen,FAKTA-BOMB: franskans pingouin är en flygande fågel (tordmule)! Pingvinen heter manchot. Quiz-guld
2667,autruche,substantiv,f,struts,La politique de l'autruche ne marche jamais.,Strutspolitik fungerar aldrig.,,SAMMA IDIOM: la politique de l'autruche = strutspolitik (huvudet i sanden)! Strutsen förnekar allt
2668,perroquet,substantiv,m,papegoja,Le perroquet répète tout. Kalle s'entraîne aussi.,Papegojan upprepar allt. Kalle övar också.,,répéter comme un perroquet = rabbla utantill. Föräldravarning: allt du säger kan användas emot dig
2669,pie,substantiv,f,skata,La pie adore tout ce qui brille.,Skatan älskar allt som glittrar.,,SAMMA RYKTE: voleur comme une pie = tjuvaktig som en skata! bavard comme une pie = pratsam som en skata. Dubbelt åtalad
2670,cigogne,substantiv,f,stork,La cigogne livre les bébés ? Source à vérifier.,Levererar storken bebisar? Källa att granska.,,"Alsace-symbolen! Bebisleveransmyten: charmig, obekräftad, seglivad. Källkritik från BB"
2671,héron,substantiv,m,häger,"Le héron attend, immobile. Un maître zen.","Hägern väntar, orörlig. En zenmästare.",,Sjöns tålmodigaste fiskare. La Fontaine skrev även om honom: kräsen häger blir hungrig häger
2672,sauterelle,substantiv,f,gräshoppa,Une sauterelle ! Elle saute mieux que son nom.,En gräshoppa! Den hoppar bättre än sitt namn.,,"sauter minns du → sauterelle = 'hopperskan'. Ängens studsmatta, sommarens knäppljud"
2673,ver,substantiv,m,mask,Un ver dans la pomme. La surprise du goûter.,En mask i äpplet. Mellisöverraskningen.,,le ver de terre = daggmasken. GULD: tirer les vers du nez = locka ur någon hemligheter ('dra maskar ur näsan')!
2674,limace,substantiv,f,snigel (utan hus),"Escargot avec maison, limace sans.","Snigel med hus, snigel utan.",,NYANS-SKRATT: franskan skiljer på hyresgästen och den hemlöse! lent comme une limace = långsam som en snigel
2675,libellule,substantiv,f,trollslända,La libellule : l'hélicoptère du lac.,Trollsländan: sjöns helikopter.,,Från latinets libella (liten våg) – den svävar i perfekt balans. Sommarsjöns uppvisningsflygare
2676,alouette,substantiv,f,lärka,"« Alouette, gentille alouette... »","'Alouette, snälla lärka...'",,SÅNGEN alla hört utan att förstå: en plockvisa om att plocka fjädrar! Frankofona barndomens hymn
2677,l'ouïe / l'odorat,substantiv,f/m,hörseln / luktsinnet,"L'ouïe fine, l'odorat encore plus.","Skarp hörsel, ännu skarpare luktsinne.",,"Sinnena kompletta: la vue, l'ouïe, l'odorat, le goût, le toucher. Bebisens fem superkrafter"
2678,squelette,substantiv,m,skelett,Un squelette dans le placard ? Non : des câbles.,Ett lik i garderoben? Nej: kablar.,,SAMMA IDIOM: un squelette dans le placard = lik i garderoben! Anatomins och hemligheternas ord
2679,cerne,substantiv,m,ring under ögat,Des cernes ? Quels cernes ?,Ringar under ögonen? Vilka ringar?,,"FÖRÄLDRAMEDALJEN: les cernes = nattens kvitto. Concealern ljuger, cernes säger sanningen"
2680,ride,substantiv,f,rynka,Des rides ? Non : des traits d'expression.,Rynkor? Nej: uttryckslinjer.,,Skrattets årsringar. prendre une ride = åldras (om idéer!): cette chanson n'a pas pris une ride = låten håller än
2681,tache de rousseur,uttryck,f,fräkne,Des taches de rousseur dès le premier soleil.,Fräknar vid första solstrålen.,roux / rousse = rödhårig,'Rödhetsfläckar' – sommarens konfetti. tache minns du: här är dess sötaste variant
2682,pouls,substantiv,m,puls,Le pouls monte avant chaque conférence. Normal.,Pulsen stiger före varje föreläsning. Normalt.,,"UTTAL: [pu] – l och s tysta! prendre le pouls = ta pulsen, även bildligt: känna av läget"
2683,crâne,substantiv,m,skalle,Un crâne solide. Testé contre la table basse.,En tålig skalle. Testad mot soffbordet.,,Cirkumflexen: hatten igen! GULD: le bourrage de crâne = hjärntvätt ('skallproppning'). crâner = spela tuff
2684,frange,substantiv,f,lugg,La frange repousse. La patience aussi.,Luggen växer ut. Tålamodet också.,,"Klippningens ånger-zon. couper la frange soi-même = husfridens gräns. Växer ut: alltid, långsamt"
2685,moustache,substantiv,f,mustasch,La moustache de lait de Kalle. Photo.,Kalles mjölkmustasch. Foto.,,Movembers och mjölkglasets gemensamma prydnad. les moustaches du chat = kattens morrhår!
2686,auberge,substantiv,f,värdshus,"Une auberge de jeunesse, des souvenirs d'adulte.","Ett vandrarhem, vuxenminnen.",,auberge de jeunesse = vandrarhem! GULD: on n'est pas sortis de l'auberge = vi är inte ur knipan än!
2687,gîte,substantiv,m,semesterstuga,Un gîte en Provence : le rêve classique.,En stuga i Provence: den klassiska drömmen.,,Frankrikes stugsemester-system (Gîtes de France!). le gîte et le couvert = mat och husrum
2688,croisière,substantiv,f,kryssning,"Une croisière ? Trop de monde, pas assez de forêt.","En kryssning? För mycket folk, för lite skog.",,GULD: vitesse de croisière = marschfart: atteindre sa vitesse de croisière = komma in i rytmen!
2689,carte postale,uttryck,f,vykort,Une carte postale ! Ça existe encore. Ça touche encore.,Ett vykort! Det finns än. Det rör än.,,"Digitala tidens motståndsrörelse: tre meningar, en vy, ett frimärke. Effekten: större än mejlets"
2690,timbre,substantiv,m,frimärke,"Un timbre pour la Suède, s'il vous plaît.","Ett frimärke till Sverige, tack.",la boîte aux lettres = brevlådan,DUBBEL: frimärket OCH klangfärgen (le timbre d'une voix = röstens timbre)! Filateli och akustik
2691,enveloppe,substantiv,f,kuvert,L'enveloppe attend son timbre.,Kuvertet väntar på sitt frimärke.,,envelopper = svepa in. Budgetspråk: l'enveloppe budgétaire = anslaget. Pappret som bär hemligheter
2692,courrier,substantiv,m,post (försändelser),Le courrier du matin : factures et une carte postale.,Morgonposten: fakturor och ett vykort.,,le courrier électronique = mejlen (officiellt: courriel!). Vykortet räddar högen
2693,hockey,substantiv,m,hockey,Le hockey sur glace : une religion suédoise.,Ishockey: en svensk religion.,,GRATIS! le hockey sur glace = ishockey. Tre Kronor: nationalhelgedom. Säsong: alltid
2694,natation,substantiv,f,simning,La natation pour bébés commence tôt ici.,Babysim börjar tidigt här.,,nager → natation. les bébés nageurs = babysim! Sverige: vattenvana före gångvana. Plask: pedagogiskt
2695,voile,substantiv,f,segling; segel,"La voile sur la côte ouest, tout un été.","Segling på västkusten, en hel sommar.",,"TRIPPEL: la voile = segling/segel, le voile = slöja! GULD: mettre les voiles = dra/sticka ('hissa segel')"
2696,kayak,substantiv,m,kajak,Un kayak dans l'archipel : silence et rames.,En kajak i skärgården: tystnad och paddlar.,,GRATIS – och en palindrom! Grönländskt lånord i båda språken. Skärgårdens smygfarkost
2697,relais,substantiv,m,stafett,Le relais suédois passe le témoin sans trembler.,Svenska stafettlaget växlar utan darr.,,GULD: prendre le relais = ta över ('ta stafettpinnen')! Témoin minns du – här är loppet
2698,mi-temps,substantiv,f,halvlek,La mi-temps : enfin les chips.,Halvlek: äntligen chipsen.,,mi- (halv) + temps! DUBBEL: halvlek OCH deltid: travailler à mi-temps = jobba halvtid
2699,revanche,substantiv,f,revansch,"La revanche ? Samedi. Même heure, même équipe.","Revanschen? Lördag. Samma tid, samma lag.",,GULD: en revanche = å andra sidan (vardagsguld!). prendre sa revanche = ta revansch. Förlustens deadline
2700,yoga,substantiv,m,yoga,"Le yoga du soir : trois minutes, puis le canapé.","Kvällsyogan: tre minuter, sedan soffan.",,GRATIS! une séance de yoga = ett yogapass. Intentionen: stark. Soffan: starkare
2701,augmentation,substantiv,f,löneförhöjning,Une augmentation ? On peut toujours demander.,En löneförhöjning? Fråga kan man alltid.,,augmenter → augmentation. demander une augmentation = be om påökt. Modet: halva jobbet
2702,prime,substantiv,f,"bonus, premie",Une prime de fin d'année. Bonne surprise.,En årsbonus. Trevlig överraskning.,,"en prime = på köpet: et en prime, un sourire ! = och ett leende på köpet! Extra allt"
2703,déclaration,substantiv,f,deklaration; förklaring,"La déclaration d'impôts : chaque mai, même panique.","Deklarationen: varje maj, samma panik.",,"DUBBEL: skattedeklarationen OCH kärleksförklaringen (déclaration d'amour)! Två blanketter, olika puls"
2704,tarif,substantiv,m,"taxa, pris",Tarif réduit pour les enfants. Gratuit pour les bébés.,Rabatterat pris för barn. Gratis för bebisar.,,plein tarif / tarif réduit = fullpris/rabatterat. Museikassans två magiska ord
2705,solde,substantiv,m,rea; saldo,"Les soldes : deux fois par an, dates officielles.","Rean: två gånger om året, officiella datum.",,FAKTA: les soldes är statligt reglerade i Frankrike – vinter och sommar! le solde = också saldot. en solde = på rea
2706,arnaque,substantiv,f,"bluff, scam",Trop beau pour être vrai ? Arnaque.,För bra för att vara sant? Bluff.,,MODERNT NYCKELORD: se faire arnaquer = bli lurad. Tumregeln fungerar på två språk och alla mejl
2707,texto,substantiv,m,sms,Un texto : « J'arrive. » Petit mensonge.,Ett sms: 'Jag är på väg.' Liten lögn.,la messagerie = röstbrevlådan,VARDAGSORDET för sms! par texto = via sms. Officiellt: SMS. I verkligheten: texto
2708,manette,substantiv,f,handkontroll,La manette : bientôt un objet convoité.,Handkontrollen: snart ett eftertraktat byte.,la console = spelkonsolen,main-familjen: manette = 'lilla handen'. Framtida förhandlingsobjekt nummer ett
2709,ordre du jour,uttryck,m,dagordning,"L'ordre du jour est long. Le café aussi, heureusement.","Dagordningen är lång. Kaffet också, som tur är.",,à l'ordre du jour = på agendan – även bildligt: le sommeil est à l'ordre du jour ! Mötets karta
2710,compte rendu,uttryck,m,"protokoll, referat",Le compte rendu ? Demain. Promis. Juré.,Protokollet? Imorgon. Lovar. Svär.,,'Räkenskap avlagd' – rapporten efteråt. faire le compte rendu = sammanfatta. Imorgon: töjbart begrepp
2711,pause-café,substantiv,f,kafferast,"La pause-café : la Suède en a fait une religion, le fika.",Kafferasten: Sverige gjorde religion av den – fika.,,"KULTURBRO: pause-café är pausen, fika är livsstilen! Sverige exporterade ordet – oöversättbart, oumbärligt"
2712,kiné,substantiv,m/f,"sjukgymnast, fysio",Le kiné répare les épaules et le moral.,Fysion lagar axlarna och humöret.,,kinésithérapeute → kiné (franskan förkortar allt!). séance de kiné = fysiopass. Kroppens verkstad
2713,bilan,substantiv,m,bokslut; hälsokontroll,Le bilan de santé : tout va bien. Ouf.,Hälsokontrollen: allt ser bra ut. Puh.,,DUBBEL: bokslutet OCH hälsokollen! faire le bilan = summera läget. Årets två genomgångar: kropp och siffror
2714,portée,substantiv,f,räckvidd,À portée de main : le café. Hors de portée : le calme.,Inom räckhåll: kaffet. Utom räckhåll: lugnet.,,GULD: à portée de main = inom räckhåll! hors de portée = utom räckhåll. Bebissäkringens måttstock
2715,lancement,substantiv,m,lansering,Le lancement du site : vendredi. Café : illimité.,Sajtlanseringen: fredag. Kaffe: obegränsat.,,lancer → lancement. le lancement d'une fusée = raketuppskjutning. Projektens raketramp
